review,votes_helpful,votes_unhelpful,date_day_of_week,date_month,date_year,recommend
I bought this after buying a red and blue clip on tuner. These are the best tuners for the money. The display is very stable and it's simply fun and easy to use.,4,5,Monday,April,2011,1
its ok for a bedroom amp its has a weird buzz that goes away when you touch any thing metal on the guitar even if the vol is all the way down and no its not the guitar i have plug it into other amps and no buzzing and it really dont like florescent lights im thinking about sending it back,2,3,Monday,March,2013,0
"I hooked up my mic and my guitar pickup and it sounds good.  I haven't had much chance to play it, but so far so good.  It seems like it is good quality.",0,0,Monday,June,2014,1
"This is my first amp, which I am using with my new Applause AE148-RRB Acoustic Electric Guitar (also purchased from Amazon).  The guitar sounds great when hooked up to this amp.  My only complaint is that as a first time amp owner/user I needed a bit more help on how to adjust the settings and this product came with NO paperwork at all.  Not sure if that is normal or if it was just omitted from the unit I received.  I downloaded the users manual from the Pyle website but it was also not much help.  But just by trying different settings I have managed to find what, for me, is the &#34;sweet spot&#34; for my guitar when paired with this amp.  Very happy with the amp and also happy that I spent the extra few dollars to get the 60 amp rather than the 30 amp version.",1,1,Sunday,August,2013,1
If your looking for the best.quality smaller.practice amp this is the amp for u it's definitely high quality its got.10 watts and overdrive and anything else u would need on a practice amp.definitely the best amp in this.price range i would.definitely.recommend it,8,9,Friday,August,2013,1
"Lots of juice, easy settings, very clean sound with all the horsepower you would need.  I haven't jacked it up all the way....I don't think the cat would appreciate that.  I get a little feedback every so often, occasionally it's a little overly sensitive to my volume control on the guitar,  but not enough to submarine this power packed amp.  How do you get that much noise out of an 8&#34; speaker?",0,0,Friday,July,2013,1
"The cable arrived on time and the it looked nice for ten minutes. I don""t like how the tips screw on and off and the fabric shielding slid out of place the first time I used it. The cable worked well for about two weeks but then it lost current in the middle of a session and I lost sound. This cable is complete garbage. Never again!",0,0,Wednesday,August,2012,0
Cable would be O.K. If the end connections would stay screwed together. Maybe some lock tight would help. These connectors worry me.,0,0,Friday,August,2013,0
I was a bit skeptical at first to purchase this. But its a nice cable! No noise or hum whatsoever!,0,0,Thursday,January,2014,1
"I don't do heavy gigging just home studio play but I have had no issues with quality or sound.  It looks cool and sounds just fine and clear.  I like the metal connecters, they are easy to plug in and pull out at have a nice heft.It is not a super high quality cord but it does an excellent job for the price.  I will be buying these again.",0,0,Monday,November,2012,1
The product was exactly what was advertised and completely filled the Job it was intended for. service was more than expected,0,0,Saturday,June,2013,1
"Only reason i gave it four stars is it is advertised to lean back and mine does not. but it sounds great as ampeg always has, heavy duty built perfect for house jamming and practice amp.",1,1,Monday,January,2013,1
"For those looking for a solid, well made bass amp to step up to from the cheapies that usually come with beginner bass set ups, this is a hard one to beat. It has 25 watts, a line out for outputting to a PA system or bass cabinet, and an effects loop for adding effects pedals. The design is solid, well made and will go the distance. This is my second one, the first one went two years with zero problems, and I beat it up nearly every day gigging at small venues and just plain abusing it....it took it well. Highly recommended!",0,0,Friday,October,2013,1
"beyond stoked! bought so i could teach my son bass...i cant believe how much sound comes out of this box. ampeg will always build my bass rigs, however big or small",0,0,Wednesday,November,2013,1
"It might just be my pickups or my strings, but if you set the bass above seven or so, the bass gets fairly fizzy on the E string. The effects loop is useless, and it removes a lot of the character from the pedals, but that's good news because with this amp you don't need an effects loop because there is no built in overdrive. So if you ever do use a driven/distorted tone, you should just put a pedal in between your bass and this amp.",0,0,Friday,March,2014,1
"I can't say enough good about this amp. I have a Marshall jcm 800 2203 which is a great tube amp, but side by side this little amp really stacks up. First and foremost if you want a tube amp sound go buy a tube amp. But if you want something that is 90% close, well this is it. So versatile, light weight, and well constructed. Great Fender quality for a great price. Love all the presets. I have no problem with buzzing on any channel, clean or otherwise. Excellent guitar amp and I would highly recommend!!!!!! Love it!!!!!!",0,0,Thursday,May,2013,1
A cheap guitar at best..no bite to it at all..does not get me excited..learned religoulsy on an acoustic so was excited when i got this cheap from gc for less then 100..low e doesnt stay in tune well pickups suck hard to play being its a jr and just awkward (which is my fault) do love the color and look of it..but thats not what guitars are for right..itll serve its purpose until i can afford a Real American Strat..not great at all..but passable Id return it if i could.,0,0,Thursday,December,2012,0
"i got it ,i played for a very while and i just got shocked with a great sound, great finished guitar and for the price definitely was a Great Deal!!! i play rock n roll, i'm 34,been on the road for a while playin' and i can recommended for sure!!!",0,0,Monday,January,2012,1
"Pretty decent sound, and it's not too small for an adult to play, but having no pickup on the left hand side severely limits the warm, jazzy tones you can get. Still very satisfied.",0,0,Thursday,January,2013,1
"I just thought I would throw in another 5 star review which is based on the cost vs quality factor. I have several guitars, and always thought Epiphone to be an inferior guitar. Well I was dead wrong. It may not have the price tag of my ""better"" guitars, but it sure has the playability and sound. Especially for the $100 tag on it. Great for beginners or a seasoned player to add to his collection. The simple, yet killer sound of the single humbucker is hard to beat. I will not shy away from Epiphone anymore. Don't make the mistake of not picking up this guitar only because it's not stamped Gibson.",1,1,Wednesday,March,2012,1
"The instructions could be written much better but I really like having one of these, in fact, I'll probably get a second one to tie to the first one so I can include more instruments.I guarantee, if you get one of these, you'll have a hard time leaving it alone. You can even work it into your live performances.",0,0,Saturday,September,2013,1
"You may have experienced the problems of musicians. The drummer is drunk and the rhythm guitar is late. But you need to rehearse. This gets the job done, you can lay down rhythm lines and drum lines and get the sound you want. The thing to remember is that whatever effect you are using for the lead, will kick in on any recording playback as they use the same input jack. Otherwise, easy and a great product. The best is, that if you are playing really poor lead work, nobody can hear but you! lol.",1,2,Wednesday,November,2012,1
"The Boss RC-3 Loop Pedal is great for playing guitar in a band, or with friends, but also a big help practicing. It comes with 10 pre-set rhythm tracks but the real fun is laying down your own chord sequences with your guitar and then being able to play lead guitar over that rhythm loop with just a quick stomp on the pedal. It makes practicing etc. a lot of fun and meaningful. I haven't figured out all the possibilities yet - and probably never will - but it is a cool pedal to have. Like all Boss pedals, it's as sturdy as a little truck.",4,5,Wednesday,August,2011,1
"I've read some complaints about this unit.  Maybe those folksshould shell out an additional $300 for something better.To the rest of you, with the 99 storage units, this is a great tool.My band, I to be exact, uses this to store backing tracks for songswe play.  For instance, one of our songs has a difficult drum track.I just loaded the whole pre-recorded track into a slot.Or, one of our songs has a train whistle in the background.  I loadedthe effect into a slot.Or, another song we do needs birds tweeting and children laughingand playing in the background.  I recorded the track and loaded it intoa slot.Basically any instrument or sound effect accompaniment you need, butdon't have someone else to play it, you can play it back using this device.",0,0,Thursday,April,2014,1
Another great Roland product.  Really easy to use and well built .... very good sound.  great for practice.  Certainly do not get the RC 2  ... get this RC 3 model for the memory banks and ability to store the banks later...I did think of getting the larger ones but those are just way to big... Check for sales or demos,1,1,Friday,December,2012,1
"This pedal work, although I find it a little bit cumbersome in my particular setup. My issue is really only one of cable routing though and will be remedied soon enough. The M195 does perform as it is suspend to although it does play word with my delay pedal, even running the delay on the output side of the M195. The noise gate is quiet and smooth an would be vital to many with a high gain setup. I run mine in my pedal chain for my bass rig, when using fuzz and distortion.",2,2,Saturday,February,2013,1
"It does what is supposed to, i'ts a gate, and clamps the noise as good as I expected, at the begining I had problems with power, some how it didn't power correctly, but I was unsing one spot adapter and a daisy chain, so I solved it isolating the MXR connecting it with another power supply, and it work, so I left my daisy chain with the rest of my pedals and it worked just fine, also check config and the routing of the signal, this might influence on how it works, I have it right after my Wha and before my compressor, and it works just fine.",2,3,Wednesday,December,2012,1
"I use this every now and then, it does seem to suck tone, but it does reduce noise, though I actually stopped using it and didn't hear much difference! with distortion and reverb, things can get a little noisy in there, but the original tone with everything set up is worth it unaltered. but I will keep this as it will come in handy one day I'm sure.",1,1,Sunday,May,2014,1
"I couldn't be happier with this pedal. I have a Les Paul/Marshall Class 5/BB preamp/EP Booster/Analog Chorus and Carbon Copy... I used to get this annoying hum and feedback when I cranked the amp up, even when I just plugged the guitar straight to the amp, but those days are long gone, now everything is nice and quiet. I even have the trigger knob all the way down and it still does its job, I haven't noticed any difference in tone so far. I was scared that the Smart Gate was a better option but this one has worked like a charm and it's cheaper, not to mention it has its own effects loop. I don't understand how the Noise Supressor or the Decimator could be better than this one, I mean, the pedal will get rid of the noise yes or no.",5,5,Wednesday,July,2012,1
"I don't really care for the FX loop on my Fender Supersonic Head, as I started to get more pedals in my system and really digging all the MXR pedals. so when this came out last year I snatched one up and started experimenting with it. I LOVE it, bypassed I still get that in your face strait into an amp sound, but ingage it with my delays and phase 90's and set the gate to about two o clock and it does a great job of clamping down on the tail end hiss. very cool, and of course it is an MXR so it is built like a tank",4,4,Friday,May,2012,1
"I received this as a gift for a smaller pedalboard I was assembling - my plan was to try something different to compare against the Boss NS-2 Noise Suppressor on my other board.  While I love the build quality and simplicity of the one-knob setup, I can't say (yet) that I like it better than my NS-2.  With the caveat that I may not have it wired up 100% correctly, I felt that it did kill most of the excess noise, but not all of it.  Good product, but maybe not the best of all the options at the same price.  Will update this post after I play around with different arrangements and get more experience with it.",0,0,Wednesday,December,2013,1
"Item shipped earlier than I've expected. When I opened the box was surprised as I didn't notice the usb cable. But later I thought that it was impossible and opened the box from another side and here it was...I have plugged and installed usb driver and dedicated software in a few seconds. It is working fine. Though it has no motorized faders, it doesn't make my work uncomfortable at all. I have connected it to a Reaper and Protools software and it's just working perfect!I recommend it to home studios, also those who travel with recording gear. Nano is small but quite durable.I am happy with it!",3,4,Thursday,February,2012,1
After a little bit of configuration headaches I can confirm this product works quite well with ardour2 and is my prefered method of mixing. For the price it's a really good deal.,1,2,Wednesday,September,2012,1
"Great little controller for your DAW, or whatever.Easy to set up.  Dials and sliders work smoothly.I use it with Reaper.The 8 sliders and associated dials and buttons are logicallyshiftable, so this little darling can handle any number of tracks,not just 8.Buy it!!",0,0,Friday,February,2014,1
"Windows 7 install worked fine.I use Mixcraft Pro 6 and it's working well.I did have an issue with the drivers, since I had too many midi devices, but the fix wasn't too hard.",1,2,Wednesday,December,2012,1
"Great product for the price!I am using it with Win7 64bit & Sonar XL Producer.I just held down the ""set-marker"" & ""record"" button while plugging the usb cable.I then let Windows 7 Plug & Play the Drivers (No Disk Needed).Next I set Sonar XL Midi Control Surface device as MACKIE & selected the nanoKontrol2 as the Control -Midi in and out.Now I have 8 channels of automation & stop, back, record, play etc.I am very happy with this product so far.I have to give it 5 stars on the price to performance ratio.READ THE INSTRUCTIONS!I do not recomend downloading the KORG software if used for SONAR XL.Buttons and sliders and great for the price.Cheers",3,5,Wednesday,February,2012,1
"TC is very overrated.Many pedals I have out performs this in my opinion.  The vintage BBDs (MXR Vintage DElay, Morley 70's echo) for example just take it.  But for newer pedals I liked the MXR Carbon Copy and Ibanex DE 7 much better.",2,13,Tuesday,February,2012,0
"If you love delay and want variety, this is your pedal.  I run two amps when I play (often) and the ping pong is delightful for me.  However, in the studio, this pedal shines as well providing a variety of incredible delay options.  Being Toneprint enabled is a 100% plus.  Very clean, quiet, and durable.  Excellence!",0,0,Wednesday,April,2014,1
This is by far the best delay effects box I've ever used and it has so much potential that it'll take you hours to get through ever possible sound this baby offers.  It's also true bypass which is very useful for gigging musicians who want to keep their rack as noiseless as possible and their signal as strong as possible from beginning to end.  It is built like a tank and doesn't take up much space on your pedal board making this overall a very user-friendly pedal.  Wish all pedals were built this way.  Highly recommended!,0,0,Thursday,October,2012,1
"It's an excellent pedal well designed, perfect size,incredible quality, if you are looking for a U2 delay's stile it is perfect for you...",0,0,Tuesday,September,2011,1
"This pedal is a great delay pedal. works well with my marshall,Has a lot of feautures and is very versitale....",0,0,Thursday,October,2013,1
SUPER usb mic!  I use this when I broadcast from streetjelly.com. I set it a few feet away from my amp and this mic picks up the sound and send a super clean and clear signal. JUST make sure you have ALL your mic levels set to NOT CLIP and you will get nothing but super clear sounds from this mic.,0,0,Monday,December,2013,1
"I like everything about this mike, except one: No gain adjustment on the mike. You have to do it from the software. That was a big disappointment, because I had imagined that the knob on the mike was a gain adjustment.Of course, if you are just recording talk for podcasts, you probably won't care. But if you are recording instruments (particularly loud instruments), you might really want to have gain control as software gain adjustment is not convenient and is actually absent from quite a few recording apps.",0,0,Wednesday,May,2014,0
"This bag includes several different thicknesses of picks so you can see which fits your playing style best, and the varied colors means the more vain of us can color coordinate our pick and instrument.",1,1,Sunday,December,2011,1
It was nice to have many types as I had no idea the thickness I would like. It also helped my boyfriend decide also.,0,0,Thursday,December,2012,1
It's a pretty great sampler to get a feel for the types of picks that you may like. I also prefer the feel of these over the plain plastic ones but thats just me.,0,0,Tuesday,March,2014,1
"Exactly what it says it is, comes fast in an envelope. Hard to mess up a pack of plastic triangles though. Design looks great in the light too.",0,0,Wednesday,August,2013,1
I bought a bag of these various picks just to throw around our practice studio. Most of the band members don't mind them. Its great to have picks lying all over the place so you can grab one during takes. Recommended.,0,0,Saturday,March,2014,1
I got this cable to run to my electronic drum set at the other end of the studio as a previous cable failed on me.  The balanced lead works well and the cable is very quiet.  Construction features too well soldered TRS 1/4&#34; male connections and the only downside I can complain about is the lack of strain relief...but nothing major and the cables work fine none the less.,0,0,Monday,January,2014,1
"A little disappointed with the cable.  Pretty light weight.  Don't know why it didn't work, just shorted out.  Luckily one of the band members had another one.  Wouldn't trust it again, so I returned them.",0,1,Wednesday,March,2013,1
"Good cable and has m et all of our needs.  As all of know who use cables, only time will tell whether they will last.",0,0,Wednesday,April,2013,1
"I was looking for a 25' TRS cable for my band room, I wanted a quality cable with reasonalbe durability although I was willing to compromise some durability for cost and I feel this was an excellent choice. Yes, there are better cables available at a much higher price but I feel this is a well built cable and great value.",0,0,Wednesday,November,2013,1
"It's fairly tough, but flexible.  No noise that I can hear, and the connectors look solidly-mounted.  I would definitely buy this brand again.",0,0,Tuesday,February,2012,1
I keep one with my guitar and one at home and never had a fall. Its small enough to keep in my guitar case and cheap enough to replace if it gets lost. What more could you want?,0,0,Friday,April,2012,1
I wanted something to keep my guitars from falling after I change guitars. I bought this because it looked pretty good and it was cheap. It has served it's purpose and I use it nearly everyday. Very happy with purchase!,0,0,Monday,February,2013,1
"Just skimming through the other reviews, I see that at least one other reviewer has complained about the same thing. Nearly every time you pick up your guitar, the rest will fall off your desk. The part that sits on the desk should've been weighted to prevent this from happening. It's a nice idea and does what it says - it keeps your guitar nice and safe from scuffs when leaned up against your desk.But considering this one REALLY annoying flaw, I wonder if I shouldn't have just payed a couple more bucks for another guitar stand instead of this rest.",12,15,Monday,July,2012,0
"If your going to use on amp get some two sided Velcro and stick on amp, or two sided tape etc.  For price its fine.  Amazon is the best.",0,0,Monday,August,2013,0
"it is ok as long as you don't bump your guitar, else boom, it hits the floor.  I don't trust it and amazon has it way over priced.  It will work if you put a nail in it to hold the holder in place.",0,0,Wednesday,January,2014,0
One thing tho.  When your guitar isn't in it is prone to being hit and launching picks everywhere.  I am going to be finding picks in my files for years.  Put it up on the table when your picks are not in it.,0,0,Tuesday,February,2013,1
"This is a pretty cool product. I have mine next to my computer, because I am constantly waiting on video to render, and I am constantly picking up my guitar and putting it back down; this is nice to have instead of reaching all the way to the guitar stand. It is also good to have when I am using Garage Band, and need to set the guitar down for a second. If you have a plastic chair sheet on the floor or slick vinyl flooring it won't work, the guitar wobbles and falls out; but it works great on carpet. The pick bucket is a nice touch, keeps picks from scattering all over my desk. The rubber is very grippy to my wood desk, and never moves. I would recommend this.",0,0,Tuesday,September,2012,1
"Maybe they included some sticky pads and I missed it? This thing is great in theory, but it gets knocked off my desk periodically when it doesn't have a guitar resting in it.It does well at its job when it's in use, i.e. it doesn't fall when there's a guitar, but I think I'll use some tape or sticky gunk to help hold in place while it's lying in wait. ;)",0,0,Monday,January,2014,0
I bought this for my husband so he can use it around the home ( he has guitars everywhere). I am not sure he would trust it at a gig and he still uses his guitar stand for that purpose - only because it makes sense to use the most robust guitar stand you can when supporting guitars worth hundreds of dollars.  It is pretty good at staying in place though,0,0,Wednesday,June,2013,1
"Genius idea that I wish I thought of first. I actually super glued mine to my work desk to make it permanent, but it has plenty of grip all by itself to securely hold your guitar in place. I would definitely recommend!",0,0,Friday,July,2014,1
It is a little light if you bump it anything that you store in the top goes everywhere when the rest falls on the floor.  As long as the guitar is on it works great.,0,0,Friday,July,2014,1
"I've had this thing for several weeks, and just now, when it fell off the table for the 100th time, I tossed it in the trash.  The whole thing is one piece of soft floppy rubber, it's not stiff enough for the part that cradles the guitar neck, and it's not heavy enough to stay put.  Even the force from the guitar neck makes it topple over.  Unless you glue this thing to the table, or something like that, it's useless, even worse than useless, it's in the way.Addendum:  I raised the rating a bit, after hearing from the distributor/manufacturer ... at least these guys listen.",1,2,Tuesday,July,2012,0
I never use it so I really only wasted my money. I have rather high end guitars so placing any of them other than very securely is not a good way to go..,1,2,Monday,January,2014,0
"As the title, it works the way it's supposed to.  But I wish the rubber part that sits on the table is thicker and heavier so it won't move easily.  Nevertheless, it's a low cost way to set your guitar against the desk without scratching the back of the neck and preventing the guitar from sliding down from the desk and falling on the ground.  Just remember, use some common sense, don't expect the guitar to totally stable.",0,0,Sunday,December,2012,1
Good product! But I'd expected more robust on your structure. But it's good product! Don't have adhesive to bind on the surface.,0,0,Monday,July,2013,1
"This can work, but if you already use a guitar stand then it is a waste of money. It will work if you use your guitar next to the a table.",0,0,Monday,December,2012,0
This was a Christmas gift from my husband.  It is such cool and easy rest for the guitar.  I took it with me to our bi weekly jam and the other musicians were considering buying some for themselves.,0,0,Monday,January,2013,1
I think this guitar rest is pretty nice. It doesn't attach on the table very good though so  don't rely on this thing too much.,0,0,Monday,August,2013,1
"This simple rubber device works great on flat edged tables.  Table tops with a routed curved edge reduce how rubber is in contact with the table, which will effect how well it stays put.  Other then that I like it and purcheased a second one.  It is very inexpensive compared to guitar repairs.  There is also one available that looks like a guitar.",0,0,Saturday,January,2013,1
"A great idea, but pure crap in terms of functionality.  if you don't have something heavy on the flat end, the rubber piece moves, and before you know it, your axe is on the ground.  I saw some pictures of putting a 12 ounce can on the flat part as a counterweight, but I'm not so hot with that idea, especially if the can is open.  The lip need to extend down longer, and *something* needs to be done on the bottom of the flat portion to stop this gadget from moving around.  If I had a permanent place to mount this, I'd gorilla glue it down, but that then defeats the beauty of this being mobile and I'll get an extra guitar stand instead.  Good idea, but it doesn't work.",0,0,Wednesday,November,2013,0
"Those of us who have leaned their guitars against the front of our amps over the years, this is a handy tool that gives a little more security for our guitars.",0,0,Friday,January,2014,1
I just can't trust it! I thought it'd be a good idea if I needed to prop my guitar up against the amp for a minute....but I just can't get myself to do it. I always end up using a little Fender portable stand. It does make a nice coaster for placing a beer on my amp.,0,1,Sunday,March,2014,0
"This product is worth having if, like me, you find yourself needing a place to quickly ""park"" your guitar without putting it back in the guitar stand. I use it on a desk next to my chair and music stand. Works great -- only suggestion I have it to perhaps make a version with a sticky tape underside, or a way of semi-permanently attaching it the spot where you want it so it doesn't move around. I wound up using a very small wood screw to attach it to my desk so it stays fixed. Overall -- I like it.",0,1,Tuesday,May,2012,1
"This is a great value for a practice and travel instrument.(I got mine with free shipping)Built like an instrument, not a toy, it is an interesting crossover between a high strung guitar and ukelele. Fun to play, easy to take along, stays in tune well enough, and it's only a hundred bucks. I bet if you bought one you would like it.",1,1,Thursday,September,2011,1
Im a man on the move and am constantly away from home. I take this bad boy with me everywhere to satify my need to pick 6 strings.  great for takin to the beach or on the boat or to entertain yourself on long car rides.,0,0,Saturday,December,2012,1
"This little Guitarlele is great - I have tuned to the standard E tuning of a guitar and it manages very well. It gives a gently subdued tone, that is perfect for playing any time, even accompanying music on the TV whilst the family are watching. I have had way more fun with this little guy in the last couple of weeks than I had with my twelve string in the last six months.Added info:Now that the tuning has settled down, it is keeping tune very well, with no need to retune during playing.The strings it came with are not the best though, they are wearing through all ready.",0,0,Wednesday,January,2013,1
I love this stomp box although I never stomp on it :-)  Needless to say there are a wide variety of reverb available to you.  My amplifier doesn't have reverb so I route the effects send to it and leave it on.  It has just become part of my guitar tone now and wouldn't think about playing without it...,0,0,Sunday,March,2014,1
"You have to look very hard for anything to critique with this pedal; the only think I can think of is moderately high power consumption, so I suggest using the power supply rather than batteries.It is a joy to play almost any style with these, though I prefer jazz/blues sounds generally where the reverb is featured prominently as opposed to tons of distortion.Oh yes .. the clincher is this only costs a tad over 100 bucks. Very hard to find any alternatives that work as well in that price range.",0,0,Wednesday,April,2014,1
"Studio grade reverbs in a small box, if you are looking for a reverb with a lot of options and in a small unit this is it.  Another &#34;I can't say enough about it&#34; pedal from TC Electronics, worth checking out if you're looking.",0,0,Saturday,May,2014,1
"This is one of the best pedals I have on my board. I originally thought the reverb on my amp was fine enough but was enticed to try this. I was very pleasantly surprised with the lovely quality of the reverb effect, which can be breathtaking. The settings are all quite useful (Church, plate, spring, hall, room, gate etc) and then you can adjust the amount of the effect and the delay. There is also a toneprint setting which is nice, but honestly, the pedal already has some many ways to adjust the sound, the toneprint seems redundant. I leave this pedal on most of the time - along with my Corona chorus and Flashback delay. It is part of &#34;my sound&#34;.",2,3,Friday,November,2013,1
"Most the reverb selection sound identical. They all sound good. I would say that the Boss reverb pedal sounds better. I use this pedal in my pedal chain. It doesn't get much action, my amp has a reverb. I was looking for trippy modern hifidelity effects on my guitar.",0,0,Thursday,July,2014,1
No loss of initial tone with this pedal which was #1 on my priority list as I love the sound of my guitar and amp.  The &#34;hall&#34; setting is phenomenal.  Transparent in your signal chain when off as well!  Love it.,0,0,Thursday,April,2014,1
"The best non-rackmount reverb I have ever had.  So many options, clean, transparent, and whisper quiet.  This is the last pedal at the end of my pedal board chain.  The Toneprint option is great as well to create and personalize your own verb.  Excellence once again from TC.",1,1,Wednesday,April,2014,1
"Well , at first i was looking for a reverb with a long and deep sound, like a grail or church, then i read about this tone print thing and i really like it, this give you a totally new range of sound based on a specific artist preset, so you can have a bunch of tone prints that you can download from the webpage, the only thing  that could be better is the instructions on how to download the tone prints it doesn't came with the instructions, although is really easy but at first i was blindfolded, but overall it is great.",0,1,Monday,November,2012,1
"This is the first and only TC Electronic product I've ever purchased.  I watched the Youtube demos and liked what I heard.  It has exceeded my expectations. The reverb sounds are heavenly with plenty of control to tweak. The Toneprint feature is amazing.  I downloaded ""Church of Andy"" preset from the TCE website and just love that patch.  Downloading is quick and easy.  I created a folder on my computer and dowloaded all the available Hall of Fame patches so whenever I want to change it out, I don't even have to go on the Internet to get it.  There is an iPhone/iPod4gen app where you can transfer the patches directly through you guitar to you pedal. Don't ask me how it works, but it does.  I will probably buy more TC Electronic pedals in the future.",8,8,Saturday,January,2012,1
But it's a real step up from the effects on my Vox Mini 5 amp so I'm only going to complain too much.  It actually cost more than the behringer amp I'm running it through which seems a little odd to me.,0,1,Sunday,February,2014,0
"nice reverb pedal, got rid of my boss reverb. the tc pedals are all that is on byboard except my wah and a phase 90, if they made these pedals I'd probablybe all tc electronics! What else can I say!!!!",0,0,Thursday,September,2013,1
"This is an absolutely amazing Reverb pedal.  TC toneprint is very much a novelty, a very useful one at that if you want to dial in some really nice presets. Where this pedal really shines is in it's endless ability to tweak the parameters using the downloadable editor. You can spend hours finding &#34;Your Sound&#34; or just &#34;The Sound&#34; that you need. High quality chassis, excellent switch and input/output jacks that give a satisfying thunk, indicating your cable is secured.  Don't forget to lift the back panel to adjust the dipswitches to change the true bypass, tone dry through etc... All and all a great one stop reverb pedal with tons of tone and potential that should last a lifetime.",3,3,Tuesday,November,2013,1
"I bought this unit because my amp doesn't have reverb. But I discovered that this little pedal can give you greats sounds. Even when I use a reverbed amp, I turn it off and use my Hall of Fame.",1,1,Tuesday,March,2014,1
"There really is nothing not to like about this pedal..a) 2 band eq plus voicing switch gives better tonal control than most,b) then drive goes from clean to solid overdrive..c) level control provide from -ve to high +ve boost.With drive set to 3pm and level at 2pm this gives a solid classic rock drive with a les paul and a blues junior.. really nice, roll back the gtr volume and it cleans to a crunch, roll back the drive and control from clean to crunch with the gtr volume.highly recommended..",1,1,Sunday,March,2014,1
"TC makes very high quality pedals, and this thing is built like a tank. I've had it for over 2 years and done many gigs, and a couple tours and all my TC pedals are in perfect condition. Now for tone, this overdrive is a light overdrive and works really well for me when I'm leading worship n my band, we play heavier music, so I was messing around with this overdrive so I could use it there as well, and I discovered that if you try to use it as a boost pedal, it makes your tone really muddy, but if you send a dirty tone (overdrive or light distortion) into it, it screams beautifully.",1,1,Tuesday,September,2013,1
"what can I say, this pedal has never left my pedalboard. is very versitable pedal. from a boast toalmost full out distortion that doesn't loose the sound of the buitar. cool pedal!!!!",0,0,Thursday,September,2013,1
"Works great, sounds great, it's a bit on the large side but is solidly built and simple to operate. Tascam rocks.",0,0,Monday,August,2013,1
"Basically very good.  The buttons are fairly intuitive but some basic functions are incongrously hidden beneath multiple layers of menus.  The sound recorded, while crystal clear is a little on the quiet side even after adjustment of the record and play back features.",0,0,Tuesday,January,2013,0
"Best recorder for the money I've seen...Easy to use, easy to scroll through the menu and manipulate the settings...The nearest competitor to this is slightly slimmer, witch to me would not be a plus because I don't use this on a camera rig..The picture leads you to believe this is bigger than it actually is...Check out the youtube vids on it, i believe it to be more versatile than its competition, and the build quality is higher as well...The only thing the other has on this one is its size....",0,0,Tuesday,May,2013,1
"This recorder is okay but it's far from perfect. No, I didn't expect it to be perfect but still, I refuse to give it more than 3 stars. It seems to pick up guitar sounds nicely. However, other sounds such as vocals and bass are horrible. I use this to practice with a band, and then I'll just listen to the arrangement later so I can practice by myself. For this much, I have no complaints. Besides that, I would never use this if I wanted a decent quality recording of anything.",0,0,Sunday,June,2013,0
"I got this to compliment my filming of events, concerts etc. After my first test recording, when I played back the audio using the built-in speaker I really thought that I had been duped into believing this device was 'studio quality' ...Then I listened to that same test recording using headphones, and WOW!! This has got to be heard to be believed! There are so many applications for this recorder; it's ease of operation and quick start-up time make it ideal for hurried set-ups.",1,1,Monday,November,2012,1
i had a dr-07 that i loved but it mysteriously walked out during a gig we played at a local bar.  i got this one because it has similar features and it costs less.  i never used the reverb or overdubbing capabilities of the dr 07 anyway and i usually used it with the mics folded in.  i have recorded several rehearsals with this one and i cant tell a difference between the recordings i made with the dr 07 and the recordings from this one.  this recorder is great for recording band rehearsals.,4,5,Tuesday,August,2013,1
This is not top of the line but for the price is a good deal.  I don't think it lastforever but it works great for my Peavey Patriot Guitar. I would recommend this toanyone looking for an inexpensive way to transport a guitar.,0,0,Thursday,November,2012,1
this is a great value. i contacted the company for measurements inside the case to see if it would fit an ibanez rg series. it fits perfectly. thank you,0,0,Wednesday,July,2013,1
This is a great guitar case and a great price. I bought it to keep my Fender Strat in and it works great.,0,0,Sunday,April,2013,1
Like many here the case could be an inch bigger.  For my Ibanez 510  I cut the bottom material along the edge against the side wall enough to take out the bottom foam and then put the material back.  Now mine closes without pressure on the bridge.,3,3,Wednesday,December,2013,1
"We have my grandpa's really old Mandolin now, so my dad and I wanted a nice case for our 70 year old mandolin. I saw this case and thought that maybe it would work. Well it works just fine, the mandolin is a little bit more deep than the case but it still works and closes well.Now the mandolin is in this case and hopefully will keep lasting in there!",1,1,Wednesday,February,2014,1
"It's a good quality case. I wouldn't check it as luggage when flying, but it's small so bring it as a carry-on. It'll protect your mando just fine.",1,1,Thursday,August,2013,1
"I got one of those for my next mandolin after my Johnson. I couldn't see spending 40 bucks for a case for a 50 dollar instrument, so I didn't. However, the next one cost a few hundred and I got one of these cases that has served me well. These are pretty soft inside and fit most A-styles pretty well. The hardware is decent but I wouldn't expect the hinges to last forever. They'll be easy enough to fix/replace when they fall off, so no worries there.If I had a $2500.00 Gibson/Weber/Whatever, I wouldn't buy this, I'd spend the money for a really nice case, but since I don't, I didn't. If you DO have an expensive instrument and want to cheap out, these really are decent little cases but you won't mistake it for a really expensive one, and that's fine.If it's still built like my case (never can tell these days...) it'll have a little storage compartment that will hold a bunch of pics, capo and a little tuner with no problem. Not big enough for a strap though with everything else in there.",0,0,Wednesday,June,2012,1
